Natural	Mortality for 1946-1983										
1	5											
1946	2020											
3	15											
1												
0.4901	0.3038	0.226	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2
0.5438	0.3246	0.2309	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2
0.4928	0.3048	0.2263	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2
0.4338	0.2819	0.2209	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2
0.3164	0.2364	0.2103	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2
0.7235	0.3943	0.2471	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2
0.7148	0.3909	0.2463	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2
0.5367	0.3219	0.2302	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2
0.3878	0.264	0.2168	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2
0.4056	0.271	0.2184	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2
0.5899	0.3425	0.235	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2
0.7252	0.395	0.2473	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2
0.5616	0.3315	0.2325	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2
0.7131	0.3903	0.2462	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2
0.7036	0.3866	0.2453	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2
0.6094	0.35	0.2368	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2
0.5201	0.3154	0.2287	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2
0.7882	0.4194	0.253	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2
0.6027	0.3475	0.2362	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2
0.4164	0.2752	0.2194	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2
0.3529	0.2505	0.2136	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2
0.2707	0.2186	0.2062	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2
0.2242	0.2006	0.202	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2
0.206	0.2	0.2003	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2
0.2927	0.2272	0.2082	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2
0.2562	0.213	0.2049	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2
0.3234	0.2391	0.211	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2
