#V3.30
#C data file created using the SS_writedat function in the R package r4ss
#C should work with SS version: 
#C file write time: 2019-11-21 17:50:46
#
1 #_styr
80 #_endyr
1 #_nseas
12 #_months_per_seas
2 #_Nsubseasons
3 #_spawn_month
1 #_Nsexes
10 #_Nages
1 #_Nareas
2 #_Nfleets
#_fleetinfo
#_type	surveytiming	area	units	need_catch_mult	fleetname
1	-1	1	1	0	Fishery	#_1
3	 1	1	1	0	Survey 	#_2
#_Catch data
#_year	season	fleet	catch	catch_se
   53	7	2	 239342	0.1	#_24        
   54	7	2	 275375	0.1	#_25        
   55	7	2	 294205	0.1	#_26        
   56	7	2	 362903	0.1	#_27        
   57	7	2	 579587	0.1	#_28        
   58	7	2	 742529	0.1	#_29        
   59	7	2	1081169	0.1	#_30        
   60	7	2	1172751	0.1	#_31        
   61	7	2	1354365	0.1	#_32        
   62	7	2	1580094	0.1	#_33        
   63	7	2	1101805	0.1	#_34        
   64	7	2	1991917	0.1	#_35        
   65	7	2	1031433	0.1	#_36        
   66	7	2	 997503	0.1	#_37        
   67	7	2	1108819	0.1	#_38        
   68	7	2	1025732	0.1	#_39        
   69	7	2	1195521	0.1	#_40        
   70	7	2	1071014	0.1	#_41        
   71	7	2	1139887	0.1	#_42        
   72	7	2	 990784	0.1	#_43        
   73	7	2	1163225	0.1	#_44        
   74	7	2	1346860	0.1	#_45        
   75	7	2	1330857	0.1	#_46        
   76	7	2	1335161	0.1	#_47        
   77	7	2	 777700	0.1	#_48        
   78	7	2	 991908	0.1	#_49        
   79	7	2	1051770	0.1	#_50        
-9999	0	0	      0	0.0	#_terminator
0 #_N_discard_fleets
#_discard_units (1=same_as_catchunits(bio/num); 2=fraction; 3=numbers)
#_discard_errtype:  >0 for DF of T-dist(read CV below); 0 for normal with CV; -1 for normal with se; -2 for lognormal
#
#_discard_fleet_info
#
#_discard_data
#
#_meanbodywt
0 #_use_meanbodywt
 #_DF_for_meanbodywt_T-distribution_like
#
#_population_length_bins
1 # length bin method: 1=use databins; 2=generate from binwidth,min,max below; 3=read vector
1 #_use_lencomp
#
#_len_info
#_mintailcomp	addtocomp	combine_M_F	CompressBins	CompError	ParmSelect	minsamplesize
-1e-04	1e-05	0	0	0	0	1	#_Fishery
-1e-04	1e-05	0	0	0	0	1	#_Survey 
48 #_N_lbins
#_lbin_vector
12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 #_lbin_vector
#
#_lencomp
#_Yr	Seas	FltSvy	Gender	Part	Nsamp	l12	l13	l14	l15	l16	l17	l18	l19	l20	l21	l22	l23	l24	l25	l26	l27	l28	l29	l30	l31	l32	l33	l34	l35	l36	l37	l38	l39	l40	l41	l42	l43	l44	l45	l46	l47	l48	l49	l50	l51	l52	l53	l54	l55	l56	l57	l58	l59
   30	7	2	0	0	986	1	 5	13	 20	 22	 16	 10	 5	 3	  4	  4	  7	 9	12	 16	 20	27	34	41	50	58	62	65	66	68	62	57	50	44	36	28	22	16	12	 8	 6	 3	 3	 1	 0	0	0	0	0	0	0	0	0	#_1         
   31	7	2	0	0	991	1	 4	10	 17	 19	 16	 12	12	13	 14	 14	 12	 9	 8	  9	 11	12	17	24	29	37	45	52	59	64	66	65	62	57	49	43	36	27	21	16	10	 8	 5	 2	 2	2	0	0	0	0	0	0	0	#_2         
   32	7	2	0	0	988	0	 3	 8	 13	 15	 14	 11	12	15	 18	 20	 19	17	14	 14	 12	11	11	12	16	21	29	35	43	50	59	62	62	62	60	53	47	40	30	24	18	13	10	 6	 4	2	2	1	0	0	0	0	0	#_3         
   33	7	2	0	0	989	1	 8	24	 44	 51	 43	 29	18	14	 13	 15	 16	17	17	 17	 17	16	16	14	14	15	19	21	26	32	37	41	47	50	49	46	43	38	30	25	21	14	10	 7	 6	4	2	1	1	0	0	0	0	#_4         
   34	7	2	0	0	991	0	 1	 2	  3	  5	  7	 12	23	37	 50	 53	 49	40	32	 25	 24	22	23	22	24	23	25	24	25	29	31	36	38	41	41	41	37	32	28	23	19	14	11	 7	 5	3	2	2	0	0	0	0	0	#_5         
   35	7	2	0	0	989	1	 4	12	 22	 27	 23	 15	 9	 7	  9	 13	 21	32	41	 47	 48	46	42	37	32	28	28	26	28	25	28	30	30	32	33	34	31	29	26	23	18	15	12	 8	 6	4	3	2	1	1	0	0	0	#_6         
   36	7	2	0	0	991	2	12	36	 67	 80	 68	 45	28	21	 19	 20	 17	16	16	 18	 24	30	37	40	41	39	37	33	30	26	25	23	21	21	18	17	14	13	10	 7	 6	 5	 3	 2	 2	1	1	0	0	0	0	0	0	#_7         
   37	7	2	0	0	990	0	 2	 5	  9	 12	 14	 19	32	51	 67	 73	 67	55	43	 34	 29	24	23	26	28	32	36	36	36	35	32	29	26	22	20	17	14	12	10	 7	 4	 4	 2	 1	 1	1	0	0	0	0	0	0	0	#_8         
   38	7	2	0	0	992	0	 1	 3	  5	  6	  6	  6	 8	12	 18	 25	 34	46	55	 61	 61	59	50	42	36	34	33	36	37	40	40	39	37	32	28	25	21	16	13	 9	 7	 4	 3	 2	 1	1	0	0	0	0	0	0	0	#_9         
   39	7	2	0	0	987	3	18	57	105	126	106	 66	33	13	  6	  4	  5	 6	 9	 12	 18	22	27	29	30	30	26	25	22	21	20	20	19	19	17	14	14	12	 8	 7	 6	 5	 3	 2	 1	1	0	0	0	0	0	0	0	#_10        
   40	7	2	0	0	988	4	25	79	147	179	154	100	57	37	 31	 28	 23	17	11	  6	  3	 3	 3	 3	 4	 6	 6	 5	 6	 5	 5	 5	 5	 5	 6	 4	 4	 4	 3	 3	 1	 1	 0	 0	 0	0	0	0	0	0	0	0	0	#_11        
   41	7	2	0	0	984	1	 5	16	 30	 38	 38	 41	57	85	110	118	108	85	62	 43	 30	21	14	10	 7	 5	 5	 5	 4	 5	 6	 5	 5	 5	 5	 3	 3	 3	 2	 1	 1	 1	 1	 0	 0	0	0	0	0	0	0	0	0	#_12        
   42	7	2	0	0	990	1	 5	15	 28	 34	 30	 24	20	26	 36	 46	 58	71	84	 90	 88	77	64	48	34	24	17	12	 9	 7	 5	 6	 5	 6	 4	 4	 4	 2	 2	 2	 1	 1	 0	 0	 0	0	0	0	0	0	0	0	0	#_13        
   43	7	2	0	0	993	4	25	77	142	172	146	 93	48	23	 15	 11	 12	12	13	 15	 17	21	22	23	22	19	16	11	 9	 6	 6	 3	 3	 2	 1	 1	 1	 1	 1	 0	 0	 0	 0	 0	 0	0	0	0	0	0	0	0	0	#_14        
   44	7	2	0	0	991	0	 1	 4	  8	 12	 16	 31	59	98	126	133	116	86	57	 36	 22	16	14	15	16	18	18	17	16	14	12	 8	 6	 5	 4	 3	 3	 1	 0	 0	 0	 0	 0	 0	 0	0	0	0	0	0	0	0	0	#_15        
   45	7	2	0	0	994	0	 0	 1	  3	  3	  3	  3	 5	 8	 16	 30	 50	75	97	109	107	94	76	57	42	31	26	25	22	21	19	15	13	12	10	 7	 5	 3	 2	 2	 2	 0	 0	 0	 0	0	0	0	0	0	0	0	0	#_16        
   46	7	2	0	0	997	3	15	46	 85	102	 86	 54	27	12	  6	  5	  6	 9	14	 24	 34	45	52	57	56	50	41	33	27	22	18	15	12	10	 8	 7	 5	 4	 3	 2	 1	 1	 0	 0	 0	0	0	0	0	0	0	0	0	#_17        
   47	7	2	0	0	982	2	 9	26	 45	 53	 47	 40	44	56	 66	 66	 56	39	27	 17	 14	14	19	26	31	36	39	38	35	31	26	21	16	12	 9	 7	 5	 4	 2	 1	 1	 1	 1	 0	 0	0	0	0	0	0	0	0	0	#_18        
   48	7	2	0	0	990	1	 6	18	 32	 38	 33	 28	30	40	 49	 54	 56	56	54	 50	 45	38	30	24	21	22	23	25	28	28	27	26	23	20	17	13	11	 8	 5	 4	 4	 1	 1	 1	 0	0	0	0	0	0	0	0	0	#_19        
   49	7	2	0	0	990	1	 3	10	 18	 22	 19	 17	21	28	 36	 39	 40	42	45	 48	 51	52	51	48	44	38	32	29	27	29	29	27	26	24	21	17	14	12	 9	 7	 5	 4	 2	 2	 1	0	0	0	0	0	0	0	0	#_20        
   50	7	2	0	0	985	2	14	41	 73	 86	 71	 45	27	21	 19	 20	 21	23	24	 28	 30	31	31	33	34	32	31	31	28	25	23	22	20	19	17	15	14	11	 7	 5	 4	 3	 2	 1	 1	0	0	0	0	0	0	0	0	#_21        
   51	7	2	0	0	990	1	 8	23	 42	 50	 45	 38	41	52	 63	 64	 56	44	32	 24	 20	20	19	22	23	25	27	25	25	26	24	23	21	19	17	15	13	11	 8	 7	 5	 4	 3	 2	 1	1	1	0	0	0	0	0	0	#_22        
   52	7	2	0	0	995	1	 5	16	 29	 36	 31	 26	26	33	 42	 47	 50	51	50	 48	 45	39	35	30	26	25	26	26	28	26	27	25	25	22	20	18	15	12	 9	 7	 5	 4	 4	 2	 1	1	1	0	0	0	0	0	0	#_23        
   53	7	2	0	0	986	1	 8	25	 46	 55	 47	 34	26	27	 31	 33	 35	35	37	 39	 42	43	44	41	39	35	31	28	25	24	23	22	21	20	16	14	11	 9	 8	 4	 3	 2	 1	 1	 0	0	0	0	0	0	0	0	0	#_24        
   54	7	2	0	0	995	2	13	39	 71	 86	 74	 50	33	26	 28	 29	 28	27	26	 25	 27	28	28	30	31	31	29	30	26	25	24	20	19	16	15	13	12	 9	 7	 6	 4	 3	 2	 1	 1	1	0	0	0	0	0	0	0	#_25        
   55	7	2	0	0	986	4	26	80	148	180	153	 98	54	31	 24	 22	 18	15	13	 10	  9	 8	 8	 8	 7	 7	 7	 6	 5	 7	 6	 6	 5	 5	 5	 3	 3	 2	 1	 1	 1	 0	 0	 0	 0	0	0	0	0	0	0	0	0	#_26        
   56	7	2	0	0	986	1	 4	14	 26	 33	 34	 38	57	87	114	123	111	87	62	 42	 29	19	15	11	 8	 8	 7	 6	 6	 6	 5	 5	 6	 5	 4	 4	 3	 2	 2	 2	 0	 0	 0	 0	 0	0	0	0	0	0	0	0	0	#_27        
   57	7	2	0	0	989	1	 7	24	 48	 62	 58	 40	25	20	 24	 31	 42	55	69	 77	 80	72	62	47	34	24	18	13	11	 8	 6	 6	 5	 6	 3	 3	 2	 2	 2	 1	 1	 0	 0	 0	 0	0	0	0	0	0	0	0	0	#_28        
   58	7	2	0	0	987	0	 2	 7	 15	 18	 18	 16	19	28	 38	 43	 43	40	39	 42	 49	60	69	73	72	68	56	44	34	24	18	13	10	 7	 6	 5	 3	 3	 2	 2	 1	 0	 0	 0	 0	0	0	0	0	0	0	0	0	#_29        
   59	7	2	0	0	999	0	 2	 7	 13	 16	 15	 11	10	13	 16	 21	 24	30	36	 40	 44	45	49	53	58	62	66	65	60	52	44	37	30	22	16	12	 8	 8	 5	 4	 2	 1	 1	 1	 0	0	0	0	0	0	0	0	0	#_30        
   60	7	2	0	0	995	1	 8	28	 53	 67	 59	 40	23	15	 13	 13	 14	16	18	 21	 23	27	30	33	36	38	41	44	44	45	43	41	35	32	25	19	15	11	 8	 7	 5	 3	 1	 0	 0	0	0	0	0	0	0	0	0	#_31        
   61	7	2	0	0	981	0	 2	 6	 12	 16	 16	 16	22	33	 44	 49	 46	38	28	 22	 18	17	18	22	26	31	36	39	43	46	47	48	45	41	36	30	25	20	15	10	 7	 6	 2	 1	 1	1	0	0	0	0	0	0	0	#_32        
   62	7	2	0	0	992	1	 4	14	 28	 35	 32	 22	15	14	 15	 20	 25	30	34	 38	 39	36	32	27	25	26	27	30	31	35	39	40	41	40	37	34	29	24	20	15	13	 9	 6	 5	 3	1	1	0	0	0	0	0	0	#_33        
   63	7	2	0	0	995	1	 4	12	 23	 29	 26	 20	19	22	 29	 32	 32	29	27	 25	 26	29	30	32	33	31	29	29	29	29	31	32	36	36	35	34	31	28	25	21	16	13	10	 7	 5	4	2	1	1	0	0	0	0	#_34        
   64	7	2	0	0	993	1	 5	15	 30	 38	 34	 25	19	18	 22	 25	 27	27	26	 27	 26	27	26	27	28	30	31	33	33	34	33	33	33	33	32	31	29	27	23	20	17	14	10	 8	 6	4	2	2	1	1	0	0	0	#_35        
   65	7	2	0	0	994	0	 1	 4	  8	 10	 10	 11	16	24	 33	 40	 40	38	37	 36	 35	35	36	36	36	36	35	37	37	39	38	37	37	34	30	29	25	21	18	15	12	 9	 6	 5	 3	2	2	1	0	0	0	0	0	#_36        
   66	7	2	0	0	994	0	 2	 6	 12	 15	 14	 11	 8	10	 13	 16	 20	26	31	 36	 39	41	40	41	40	41	41	41	43	42	43	42	41	38	35	32	28	24	19	18	12	10	 7	 5	 5	3	1	1	1	0	0	0	0	#_37        
   67	7	2	0	0	990	2	15	50	 98	126	112	 74	39	19	 11	  8	  7	 8	 8	 10	 12	14	17	19	21	22	23	23	24	24	23	24	23	22	19	19	17	13	12	11	 6	 5	 4	 3	 2	1	0	0	0	0	0	0	0	#_38        
   68	7	2	0	0	989	1	 3	11	 22	 29	 28	 28	37	56	 76	 87	 82	66	47	 31	 21	15	13	13	13	16	18	21	23	23	24	24	23	23	20	18	17	14	12	10	 7	 7	 4	 3	 1	1	1	0	0	0	0	0	0	#_39        
   69	7	2	0	0	998	0	 1	 2	  3	  4	  4	  6	10	17	 26	 36	 47	59	71	 76	 75	67	56	42	31	24	21	19	20	22	23	22	24	25	24	24	22	19	17	14	12	10	 7	 6	 5	2	1	1	1	0	0	0	0	#_40        
   70	7	2	0	0	993	0	 1	 4	  7	  8	  7	  5	 4	 5	  6	 10	 14	23	33	 45	 57	69	75	77	74	64	57	45	37	31	27	27	26	24	25	21	19	16	13	11	 8	 6	 5	 3	 3	1	0	0	0	0	0	0	0	#_41        
   71	7	2	0	0	991	0	 1	 3	  5	  6	  5	  4	 5	 6	  6	  7	  7	 8	 9	 12	 17	26	38	50	61	71	75	74	71	63	57	48	42	36	32	28	25	23	18	14	11	 8	 7	 4	 4	2	1	1	0	0	0	0	0	#_42        
   72	7	2	0	0	991	1	 3	10	 18	 23	 20	 13	 7	 4	  4	  4	  5	 6	 7	  9	 11	12	17	23	32	42	52	62	68	72	70	66	61	54	46	38	32	25	20	15	12	 9	 6	 4	 3	2	2	1	0	0	0	0	0	#_43        
   73	7	2	0	0	992	3	17	54	104	130	113	 73	39	20	 13	 10	  9	 7	 7	  5	  5	 5	 5	 7	 9	11	14	19	22	29	32	31	33	31	28	24	21	17	14	10	 7	 5	 3	 2	 2	1	1	0	0	0	0	0	0	#_44        
   74	7	2	0	0	992	0	 1	 3	  7	  9	 11	 20	37	64	 89	 99	 92	74	52	 34	 22	14	10	 8	 9	 7	10	12	16	19	23	27	30	31	29	27	24	21	17	13	11	 8	 5	 3	 2	1	1	0	0	0	0	0	0	#_45        
   75	7	2	0	0	991	0	 0	 1	  2	  2	  2	  2	 3	 5	 11	 20	 35	54	73	 84	 87	79	65	49	34	24	18	14	13	15	18	22	24	27	29	29	28	25	22	19	15	13	 9	 7	 5	3	2	1	1	0	0	0	0	#_46        
   76	7	2	0	0	991	0	 1	 4	  7	  9	  8	  6	 4	 2	  2	  3	  6	10	16	 27	 42	58	71	78	79	72	64	51	39	31	26	23	23	22	24	26	24	24	22	20	16	13	11	 8	 6	5	3	2	1	1	1	0	0	#_47        
   77	7	2	0	0	987	1	 7	22	 44	 57	 52	 35	19	11	  8	  8	  7	 6	 6	  7	 10	15	24	35	47	58	65	67	66	60	52	42	34	26	21	17	13	10	 8	 7	 5	 5	 3	 2	 2	1	1	1	0	0	0	0	0	#_48        
   78	7	2	0	0	986	1	 3	11	 23	 30	 28	 23	22	29	 37	 43	 41	34	25	 17	 12	10	 9	13	17	25	35	43	52	56	59	57	50	43	38	29	22	17	11	 9	 6	 3	 2	 1	 0	0	0	0	0	0	0	0	0	#_49        
   79	7	2	0	0	990	2	10	33	 67	 89	 81	 57	32	20	 16	 17	 19	21	23	 25	 24	21	18	15	13	13	14	17	23	27	31	34	35	35	34	30	25	21	15	11	 8	 6	 4	 2	 1	1	0	0	0	0	0	0	0	#_50        
   30	1	1	0	0	762	0	 0	 0	  0	  1	  2	  4	 7	 8	  9	 11	  9	 9	 8	  4	  7	 8	 9	12	17	22	28	37	43	47	49	53	52	52	49	44	37	33	26	23	16	 9	 8	 4	 3	2	0	0	0	0	0	0	0	#_51        
   31	1	1	0	0	950	0	 0	 0	  0	  0	  3	  5	 7	 9	 12	 16	 17	19	20	 18	 18	15	11	11	11	13	19	23	32	40	49	55	60	62	63	60	56	53	41	34	29	23	18	12	 7	4	3	2	0	0	0	0	0	#_52        
   32	1	1	0	0	953	0	 0	 1	  2	  4	  7	  9	10	11	 12	 13	 15	17	20	 22	 23	27	22	22	21	18	22	21	28	31	36	41	47	47	54	51	52	50	43	37	30	25	19	15	11	8	4	2	2	1	0	0	0	#_53        
   33	1	1	0	0	952	0	 0	 0	  0	  2	  5	 11	22	34	 43	 48	 49	45	43	 35	 32	29	24	25	24	22	21	20	19	23	24	27	29	29	33	32	34	33	32	23	21	16	13	11	 7	5	4	3	0	0	0	0	0	#_54        
   34	1	1	0	0	952	0	 0	 0	  1	  1	  3	  3	 4	 5	  7	 11	 16	25	33	 42	 50	52	51	50	44	40	39	33	31	31	31	31	30	34	32	32	29	28	25	24	22	17	14	 9	 7	5	4	2	2	1	1	0	0	#_55        
   35	1	1	0	0	954	0	 0	 1	  2	  5	  8	 15	20	24	 26	 25	 23	23	21	 21	 26	32	42	45	51	55	53	51	50	44	41	37	36	31	27	25	20	18	17	13	11	 8	 4	 2	 1	0	0	0	0	0	0	0	0	#_56        
   36	1	1	0	0	931	0	 0	 0	  0	  1	  4	 11	23	37	 48	 57	 56	52	48	 42	 34	31	27	25	26	28	28	31	33	36	35	32	33	29	26	22	20	15	12	11	 9	 7	 2	 0	 0	0	0	0	0	0	0	0	0	#_57        
   37	1	1	0	0	940	0	 0	 0	  0	  0	  0	  3	 4	 7	 11	 17	 23	34	43	 53	 58	57	52	49	44	37	31	31	31	35	34	34	35	34	34	30	27	24	21	17	12	 9	 5	 2	 2	0	0	0	0	0	0	0	0	#_58        
   38	1	1	0	0	927	0	 0	 1	  4	  9	 15	 20	21	18	 13	  8	  6	 6	10	 14	 21	29	36	47	50	51	53	49	46	43	40	38	36	35	33	32	28	24	22	19	16	12	10	 6	 3	1	1	1	0	0	0	0	0	#_59        
   39	1	1	0	0	932	0	 0	 2	  7	 16	 31	 47	64	78	 84	 81	 71	55	42	 29	 19	13	11	12	12	14	15	17	19	19	20	20	18	18	21	16	13	11	 8	 8	 7	 5	 4	 2	 2	1	0	0	0	0	0	0	0	#_60        
   40	1	1	0	0	935	0	 0	 0	  0	  2	 10	 25	49	77	 99	111	109	97	84	 68	 53	39	28	18	14	 8	 6	 3	 4	 4	 4	 5	 4	 4	 3	 3	 2	 1	 1	 0	 0	 0	 0	 0	 0	0	0	0	0	0	0	0	0	#_61        
   41	1	1	0	0	943	0	 0	 0	  1	  2	  5	  9	15	22	 29	 36	 48	62	77	 89	 97	93	86	72	57	43	31	24	14	12	 7	 5	 2	 1	 1	 1	 0	 0	 1	 1	 0	 0	 0	 0	 0	0	0	0	0	0	0	0	0	#_62        
   42	1	1	0	0	951	0	 0	 2	  6	 14	 25	 35	37	39	 34	 32	 28	27	31	 32	 40	52	58	66	66	67	61	51	42	31	24	17	14	10	 6	 4	 0	 0	 0	 0	 0	 0	 0	 0	 0	0	0	0	0	0	0	0	0	#_63        
   43	1	1	0	0	959	0	 0	 0	  1	  3	 11	 28	52	79	 99	107	102	90	72	 54	 39	31	25	19	16	18	18	18	16	15	12	11	 7	 7	 4	 3	 2	 0	 0	 0	 0	 0	 0	 0	 0	0	0	0	0	0	0	0	0	#_64        
   44	1	1	0	0	972	0	 0	 0	  0	  0	  0	  2	 3	 8	 13	 21	 36	55	73	 90	 98	97	88	73	61	47	37	31	24	23	19	17	15	10	 9	 8	 5	 4	 4	 1	 0	 0	 0	 0	 0	0	0	0	0	0	0	0	0	#_65        
   45	1	1	0	0	946	0	 0	 1	  2	  7	 11	 13	13	11	 10	  7	  5	 8	14	 21	 33	51	64	77	84	82	76	68	57	49	40	30	25	21	17	11	11	 8	 6	 5	 4	 3	 1	 0	 0	0	0	0	0	0	0	0	0	#_66        
   46	1	1	0	0	927	0	 0	 0	  1	  4	 10	 22	36	55	 65	 67	 62	52	39	 29	 22	19	16	20	24	32	37	41	43	42	38	34	27	24	19	14	10	 8	 7	 5	 2	 1	 0	 0	 0	0	0	0	0	0	0	0	0	#_67        
   47	1	1	0	0	934	0	 0	 0	  1	  4	  8	 14	24	32	 42	 47	 53	53	55	 58	 55	49	42	31	28	27	23	22	25	25	28	29	27	25	22	21	17	13	12	 9	 6	 6	 1	 0	 0	0	0	0	0	0	0	0	0	#_68        
   48	1	1	0	0	939	0	 0	 0	  1	  1	  6	 10	15	23	 31	 34	 38	41	43	 44	 47	50	50	47	46	43	36	36	31	29	28	27	27	27	24	22	20	17	14	12	 8	 5	 4	 2	 0	0	0	0	0	0	0	0	0	#_69        
   49	1	1	0	0	954	0	 0	 1	  2	  5	  9	 13	16	19	 21	 21	 23	27	29	 34	 33	39	41	45	47	50	49	45	46	44	40	37	33	30	27	25	22	18	17	12	11	 8	 6	 4	 3	2	0	0	0	0	0	0	0	#_70        
   50	1	1	0	0	956	0	 0	 0	  1	  4	 10	 19	33	46	 56	 57	 55	49	40	 37	 29	28	22	26	28	29	30	33	34	33	31	32	28	25	25	21	19	18	14	12	 8	 7	 6	 5	 3	2	1	0	0	0	0	0	0	#_71        
   51	1	1	0	0	953	0	 0	 0	  1	  1	  6	 11	17	27	 34	 41	 43	48	50	 53	 52	48	45	41	34	32	34	28	29	31	33	29	30	29	24	22	19	17	11	 9	 7	 6	 4	 3	 2	2	0	0	0	0	0	0	0	#_72        
   52	1	1	0	0	957	0	 0	 0	  1	  4	  7	 12	18	23	 28	 30	 34	35	37	 41	 45	45	47	48	47	46	42	39	35	37	33	31	32	30	27	22	21	19	12	 8	 8	 6	 3	 3	 1	0	0	0	0	0	0	0	0	#_73        
   53	1	1	0	0	968	0	 0	 1	  2	  6	 11	 16	23	28	 34	 34	 35	35	36	 39	 37	38	40	41	41	42	41	42	41	40	36	35	32	31	28	24	19	16	13	11	 8	 6	 3	 2	 1	0	0	0	0	0	0	0	0	#_74        
   54	1	1	0	0	954	0	 0	 2	  6	 16	 30	 44	57	65	 67	 64	 58	46	38	 31	 28	25	23	22	23	23	25	23	23	27	24	22	22	23	20	17	15	13	11	 8	 4	 3	 3	 1	 1	1	0	0	0	0	0	0	0	#_75        
   55	1	1	0	0	937	0	 0	 0	  1	  2	 11	 26	51	76	 97	108	104	94	78	 65	 51	36	26	18	15	12	 8	 8	 9	 7	 5	 6	 5	 5	 5	 4	 3	 1	 0	 0	 0	 0	 0	 0	 0	0	0	0	0	0	0	0	0	#_76        
   56	1	1	0	0	923	0	 0	 0	  1	  2	  5	  8	10	14	 19	 25	 36	48	66	 83	 93	95	91	78	67	52	37	27	23	15	11	 7	 5	 1	 1	 1	 1	 1	 0	 0	 0	 0	 0	 0	 0	0	0	0	0	0	0	0	0	#_77        
   57	1	1	0	0	928	0	 0	 0	  0	  1	  2	  7	14	25	 31	 37	 38	40	38	 43	 43	51	56	65	67	69	65	59	49	39	30	22	15	10	 6	 3	 2	 1	 0	 0	 0	 0	 0	 0	 0	0	0	0	0	0	0	0	0	#_78        
   58	1	1	0	0	938	0	 0	 0	  0	  1	  1	  5	 8	12	 16	 18	 24	28	32	 34	 39	43	45	48	50	52	59	60	61	58	53	45	40	32	25	18	14	 8	 7	 2	 0	 0	 0	 0	 0	0	0	0	0	0	0	0	0	#_79        
   59	1	1	0	0	940	0	 0	 0	  1	  3	  5	  8	10	12	 13	 14	 15	14	20	 22	 23	30	30	36	39	46	47	50	56	56	58	57	56	49	43	35	29	22	15	12	 7	 4	 2	 1	 0	0	0	0	0	0	0	0	0	#_80        
